Ad name,Ad delivery,Attribution setting,Results,Result indicator,Reach,Frequency,Cost per results,Ad set budget,Ad set budget type,Amount spent (EGP),Ends,Quality ranking,Engagement rate ranking,Conversion rate ranking,Impressions,"CPM (cost per 1,000 impressions) (EGP)",Link clicks,shop_clicks,CPC (cost per link click) (EGP),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all) (EGP),Landing page views,Cost per landing page view (EGP),Messaging conversations started,Ad ID,Ad set name,Campaign ID,Campaign name,Ad set ID,Reporting starts,Reporting ends,Bid,Bid type,Objective,Cost per messaging conversation started (EGP)
"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-21,-,-,-,0,0,,,,,0,0,0,,,,120206887841200517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841140517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841160517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",archived,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-07,-,-,-,0,0,,,,,0,0,0,,,,120210276120580517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120480517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120540517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,250,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217545871690517,new campaign in Ramadan,120217545871700517,New Ramadan 4-3-2025,120217545871680517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-11,-,-,-,0,0,,,,,0,0,0,,,,120230505832910517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832610517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832690517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-29,-,-,-,0,0,,,,,0,0,0,,,,120227819347640517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347260517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347480517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-20,-,-,-,0,0,,,,,0,0,0,,,,120206868474170517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474110517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474140517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-06,-,-,-,0,0,,,,,0,0,0,,,,120210249526790517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526470517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526700517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217514207490517,New Engagement Ad set with recommended settings,120217514207500517,Ramadan 2025,120217514207480517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120226709068740517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226709068730517,Engineering Students Summer 2025,120226709068750517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943742280517,Instagram Post,120215943742120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215943742240517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-13,-,-,-,0,0,,,,,0,0,0,,,,120206701452460517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452140517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452410517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
خصومات الصيف ماكس وريفيت وديكور,not_delivering,7-day click or 1-day view,,,0,0,,500,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120210209924680517,خصومات الصيف ماكس وريفيت وديكور 3-7-2024,120210209924670517,خصومات الصيف 2,120210209924660517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-16,-,-,-,0,0,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-16,-,-,-,0,0,,,,,0,0,0,,,,120226700277680517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277700517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277690517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943485350517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485240517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485330517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New messages ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120206474912170517,New messages ad set,120206474911880517,New messages campaign,120206474912120517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-17,-,-,-,0,0,,,,,0,0,0,,,,120215944354410517,Instagram Post,120215944353120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215944353220517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-22,-,-,-,0,0,,,,,0,0,0,,,,120224806910540517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806908830517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806909210517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120213063899690517,Casoural ad,120213063899590517,Casoural ad,120213063899620517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-05,-,-,-,0,0,,,,,0,0,0,,,,120206337637660517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637010517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637580517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-13,-,-,-,0,0,,,,,0,0,0,,,,120214686263870517,Instagram Post,120214686263640517,منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,120214686263700517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-21,-,-,-,0,0,,,,,0,0,0,,,,120224738941850517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941530517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941680517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-01,-,-,-,0,0,,,,,0,0,0,,,,120212812930900517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930040517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930670517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712506100517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712505960517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712506070517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-12-20,-,-,-,0,0,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,200,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217586123570517,Ramadan 2025,120217586123590517,new ramadan 2 - 5/3/2025,120217586123580517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-11-05,-,-,-,0,0,,,,,0,0,0,,,,120200637238400517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238180517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238270517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712336540517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336150517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336390517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-16,-,-,-,0,0,,,,,0,0,0,,,,120213158197770517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213158197760517,"‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",120213158197750517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-12,-,-,-,0,0,,,,,0,0,0,,,,120214694473470517,Instagram Post,120214694473350517,منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,120214694473450517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
تفاعل رسائل,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120200314809410517,تجربة  22-10,120200314809360517,TEST 22-10,120200314809390517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-17,-,-,-,0,0,,,,,0,0,0,,,,120205236444550517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236442840517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236443940517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-08,-,-,-,0,0,,,,,0,0,0,,,,120213061298830517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297450517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297580517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
Midterm 2025,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214691236080517,New Midterm MTC 2025,120214691236070517,Mtc midterm 2025,120214691236060517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-10-23,-,-,-,0,0,,,,,0,0,0,,,,120200131845680517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845500517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845610517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-16,-,-,-,0,0,,,,,0,0,0,,,,120205154217580517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154215610517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154217350517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-03,-,-,-,0,0,,,,,0,0,0,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New MTC Midterm 2025,archived,7-day click or 1-day view,,,0,0,,200,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214686313200517,New Engagement Ad set with recommended settings,120214686313210517,Midterm 2025 MTC Centers,120214686313190517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-09-02,-,-,-,0,0,,,,,0,0,0,,,,23857963477720516,"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",23857963477560516,"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",23857963477660516,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
New Engagement ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120203814439220517,نص السنة 2024,120203814439060517,نص السنة 2024,120203814439120517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-08-24,-,-,-,0,0,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2026-05-01,2026-05-07,0,ABSOLUTE_OCPM,Messages,
